-180 -90 FALSE
-179 -90 TRUE
-178 -90 TRUE
-177 -90 TRUE
-176 -90 TRUE
-175 -90 TRUE
-174 -90 TRUE
-173 -90 TRUE
-172 -90 TRUE
-171 -90 TRUE
-170 -90 TRUE
-169 -90 TRUE
-168 -90 TRUE
-167 -90 TRUE
-166 -90 TRUE
-165 -90 TRUE
-164 -90 TRUE
-163 -90 TRUE
-162 -90 TRUE
-161 -90 TRUE
-160 -90 TRUE
-159 -90 TRUE
-158 -90 TRUE
-157 -90 TRUE
-156 -90 TRUE
-155 -90 TRUE
-154 -90 TRUE
-153 -90 TRUE
-152 -90 TRUE
-151 -90 TRUE
-150 -90 TRUE
-149 -90 TRUE
-148 -90 TRUE
-147 -90 TRUE
-146 -90 TRUE
-145 -90 TRUE
-144 -90 TRUE
-143 -90 TRUE
-142 -90 TRUE
-141 -90 TRUE
-140 -90 TRUE
-139 -90 TRUE
-138 -90 TRUE
-137 -90 TRUE
-136 -90 TRUE
-135 -90 TRUE
-134 -90 TRUE
-133 -90 TRUE
-132 -90 TRUE
-131 -90 TRUE
-130 -90 TRUE
-129 -90 TRUE
-128 -90 TRUE
-127 -90 TRUE
-126 -90 TRUE
-125 -90 TRUE
-124 -90 TRUE
-123 -90 TRUE
-122 -90 TRUE
-121 -90 TRUE
-120 -90 TRUE
-119 -90 TRUE
-118 -90 TRUE
-117 -90 TRUE
-116 -90 TRUE
-115 -90 TRUE
-114 -90 TRUE
-113 -90 TRUE
-112 -90 TRUE
-111 -90 TRUE
-110 -90 TRUE
-109 -90 TRUE
-108 -90 TRUE
-107 -90 TRUE
-106 -90 TRUE
-105 -90 TRUE
-104 -90 TRUE
-103 -90 TRUE
-102 -90 TRUE
-101 -90 TRUE
-100 -90 TRUE
-99 -90 TRUE
-98 -90 TRUE
-97 -90 TRUE
-96 -90 TRUE
-95 -90 TRUE
-94 -90 TRUE
-93 -90 TRUE
-92 -90 TRUE
-91 -90 TRUE
-90 -90 TRUE
-89 -90 TRUE
-88 -90 TRUE
-87 -90 TRUE
-86 -90 TRUE
-85 -90 TRUE
-84 -90 TRUE
-83 -90 TRUE
-82 -90 TRUE
-81 -90 TRUE
-80 -90 TRUE
-79 -90 TRUE
-78 -90 TRUE
-77 -90 TRUE
-76 -90 TRUE
-75 -90 TRUE
-74 -90 TRUE
-73 -90 TRUE
-72 -90 TRUE
-71 -90 TRUE
-70 -90 TRUE
-69 -90 TRUE
-68 -90 TRUE
-67 -90 TRUE
-66 -90 TRUE
-65 -90 TRUE
-64 -90 TRUE
-63 -90 TRUE
-62 -90 TRUE
-61 -90 TRUE
-60 -90 TRUE
-59 -90 TRUE
-58 -90 TRUE
-57 -90 TRUE
-56 -90 TRUE
-55 -90 TRUE
-54 -90 TRUE
-53 -90 TRUE
-52 -90 TRUE
-51 -90 TRUE
-50 -90 TRUE
-49 -90 TRUE
-48 -90 TRUE
-47 -90 TRUE
-46 -90 TRUE
-45 -90 TRUE
-44 -90 TRUE
-43 -90 TRUE
-42 -90 TRUE
-41 -90 TRUE
-40 -90 TRUE
-39 -90 TRUE
-38 -90 TRUE
-37 -90 TRUE
-36 -90 TRUE
-35 -90 TRUE
-34 -90 TRUE
-33 -90 TRUE
-32 -90 TRUE
-31 -90 TRUE
-30 -90 TRUE
-29 -90 TRUE
-28 -90 TRUE
-27 -90 TRUE
-26 -90 TRUE
-25 -90 TRUE
-24 -90 TRUE
-23 -90 TRUE
-22 -90 TRUE
-21 -90 TRUE
-20 -90 TRUE
-19 -90 TRUE
-18 -90 TRUE
-17 -90 TRUE
-16 -90 TRUE
-15 -90 TRUE
-14 -90 TRUE
-13 -90 TRUE
-12 -90 TRUE
-11 -90 TRUE
-10 -90 TRUE
-9 -90 TRUE
-8 -90 TRUE
-7 -90 TRUE
-6 -90 TRUE
-5 -90 TRUE
-4 -90 TRUE
-3 -90 TRUE
-2 -90 TRUE
-1 -90 TRUE
0 -90 TRUE
1 -90 TRUE
2 -90 TRUE
3 -90 TRUE
4 -90 TRUE
5 -90 TRUE
6 -90 TRUE
7 -90 TRUE
8 -90 TRUE
9 -90 TRUE
10 -90 TRUE
11 -90 TRUE
12 -90 TRUE
13 -90 TRUE
14 -90 TRUE
15 -90 TRUE
16 -90 TRUE
17 -90 TRUE
18 -90 TRUE
19 -90 TRUE
20 -90 TRUE
21 -90 TRUE
22 -90 TRUE
23 -90 TRUE
24 -90 TRUE
25 -90 TRUE
26 -90 TRUE
27 -90 TRUE
28 -90 TRUE
29 -90 TRUE
30 -90 TRUE
31 -90 TRUE
32 -90 TRUE
33 -90 TRUE
34 -90 TRUE
35 -90 TRUE
36 -90 TRUE
37 -90 TRUE
38 -90 TRUE
39 -90 TRUE
40 -90 TRUE
41 -90 TRUE
42 -90 TRUE
43 -90 TRUE
44 -90 TRUE
45 -90 TRUE
46 -90 TRUE
47 -90 TRUE
48 -90 TRUE
49 -90 TRUE
50 -90 TRUE
51 -90 TRUE
52 -90 TRUE
53 -90 TRUE
54 -90 TRUE
55 -90 TRUE
56 -90 TRUE
57 -90 TRUE
58 -90 TRUE
59 -90 TRUE
60 -90 TRUE
61 -90 TRUE
62 -90 TRUE
63 -90 TRUE
64 -90 TRUE
65 -90 TRUE
66 -90 TRUE
67 -90 TRUE
68 -90 TRUE
69 -90 TRUE
70 -90 TRUE
71 -90 TRUE
72 -90 TRUE
73 -90 TRUE
74 -90 TRUE
75 -90 TRUE
76 -90 TRUE
